date,code,open,high,low,close,volume,value,trans,adj,exchange,datasource,log_return,symbol_qse,symbol_sax,symbol_vre
2020-06-02,SPY,453.1,453.1,447.44,448.5,208,93436,21,1,AXW,TME,-0.0099834439841832,A,A,D
2020-06-03,SPY,448.5,448.5,444.1,446.0,108,48186,18,1,AXW,TME,-0.0055897294787867,B,B,D
2020-06-04,SPY,450.97,452.52,450.97,451.72,426,192520,24,1,AXW,TME,0.0127435668354054,E,E,D
2020-06-05,SPY,450.55,450.55,448.83,449.44,242,108808,20,1,AXW,TME,-0.005060155499536,B,B,D
2020-06-09,SPY,458.89,461.1,458.74,461.1,348,159973,21,1,AXW,TME,0.0256125758567263,E,E,E
2020-06-10,SPY,463.62,464.0,461.1,461.1,58,26848,7,1,AXW,TME,0.0,C,C,E
2020-06-11,SPY,454.72,456.01,454.72,455.0,143,65099,17,1,AXW,TME,-0.0133175202617095,A,A,E
2020-06-12,SPY,444.71,452.0,444.0,445.55,942,420031,44,1,AXW,TME,-0.0209879448922215,A,A,E
2020-06-15,SPY,447.0,447.0,436.0,436.0,752,330480,36,1,AXW,TME,-0.0216672307096945,A,A,E
2020-06-16,SPY,445.91,450.1,445.91,450.1,160,71792,11,1,AXW,TME,0.0318275369498528,E,E,E
2020-06-17,SPY,455.01,456.01,454.0,455.76,614,279183,13,1,AXW,TME,0.012496574873253,E,E,E
2020-06-18,SPY,455.76,455.76,449.53,450.67,1335,601521,17,1,AXW,TME,-0.0112309908149898,A,A,E
2020-06-19,SPY,453.96,454.43,452.4,453.2,345,156571,11,1,AXW,TME,0.0055981647967009,D,D,E
2020-06-22,SPY,447.38,450.52,447.38,448.0,622,279696,14,1,AXW,TME,-0.011540296738866,A,A,E
2020-06-23,SPY,450.57,451.03,446.5,449.83,217,97481,11,1,AXW,TME,0.0040765011956009,D,D,E
2020-06-24,SPY,448.6,449.99,447.6,449.99,332,149362,5,1,AXW,TME,0.0003556266846397,C,C,E
2020-06-25,SPY,443.83,444.65,441.55,442.36,220,97707,10,1,AXW,TME,-0.0171013300880667,A,A,E
2020-06-26,SPY,445.86,447.32,445.86,446.1,221,98662,9,1,AXW,TME,0.0084191119270597,E,D,E
2020-06-29,SPY,437.66,438.79,437.0,437.0,196,85767,14,1,AXW,TME,-0.0206099470386289,A,A,E
2020-06-30,SPY,444.59,444.59,443.56,444.27,63,27968,5,1,AXW,TME,0.0164992906219313,E,E,E
2020-07-01,SPY,447.08,447.08,446.5,447.02,55,24568,4,1,AXW,TME,0.0061708506244275,D,D,E
2020-07-02,SPY,446.0,449.59,446.0,448.91,256,114768,9,1,AXW,TME,0.0042190858741357,D,D,E
2020-07-03,SPY,452.38,452.38,451.77,451.77,70,31643,7,1,AXW,TME,0.0063507785507527,D,D,E
2020-07-06,SPY,450.98,454.26,450.98,454.26,324,146736,9,1,AXW,TME,0.0054965205764325,D,D,E
2020-07-07,SPY,455.21,455.21,453.9,453.9,53,24102,6,1,AXW,TME,-0.0007928118808503,C,C,E
2020-07-08,SPY,452.79,453.7,451.93,451.93,96,43448,8,1,AXW,TME,-0.0043496088799976,B,B,E
2020-07-09,SPY,453.91,453.91,452.4,452.4,170,77005,7,1,AXW,TME,0.0010394436595431,C,C,E
2020-07-10,SPY,453.32,453.5,449.93,449.93,90,40603,8,1,AXW,TME,-0.0054747291331757,B,B,E
2020-07-13,SPY,458.41,459.2,457.98,458.57,345,158056,16,1,AXW,TME,0.0190209366903086,E,E,E
2020-07-14,SPY,455.21,455.21,453.66,454.97,134,60876,11,1,AXW,TME,-0.0078814690878279,A,A,D
2020-07-15,SPY,459.2,459.32,458.33,458.64,64,29361,8,1,AXW,TME,0.0080341058888568,E,D,D
2020-07-16,SPY,458.75,459.54,458.51,459.26,380,174326,11,1,AXW,TME,0.0013509098905968,C,C,D
2020-07-17,SPY,459.09,459.54,458.31,458.4,154,70620,10,1,AXW,TME,-0.0018743330901944,B,C,D
2020-07-20,SPY,460.0,460.4,459.0,460.02,532,244234,7,1,AXW,TME,0.0035278013983282,D,D,D
2020-07-21,SPY,461.65,463.03,461.65,463.03,195,90149,11,1,AXW,TME,0.0065218800046973,D,D,D
2020-07-22,SPY,456.65,457.69,455.0,455.0,375,171208,18,1,AXW,TME,-0.0174944278526048,A,A,D
2020-07-23,SPY,457.52,458.0,456.89,457.1,174,79540,5,1,AXW,TME,0.0046047663867483,D,D,D
2020-07-24,SPY,456.02,456.02,454.37,454.37,621,282590,8,1,AXW,TME,-0.0059903412370081,B,B,D
2020-07-27,SPY,451.31,451.93,451.2,451.2,1113,502531,10,1,AXW,TME,-0.0070011439168413,A,B,C
2020-07-28,SPY,452.5,453.11,452.5,453.11,72,32598,3,1,AXW,TME,0.004224221428883,D,D,C
2020-07-29,SPY,454.0,454.0,448.07,448.4,927,416136,20,1,AXW,TME,-0.0104492304147273,A,A,C
2020-07-30,SPY,453.0,453.0,452.74,452.74,167,75650,2,1,AXW,TME,0.0096323180769748,E,E,C
2020-07-31,SPY,453.62,453.68,452.5,452.5,174,78858,9,1,AXW,TME,-0.0005302461349989,C,C,C
2020-08-03,SPY,456.82,459.5,456.82,457.18,158,72351,13,1,AXW,TME,0.0102894232919214,E,E,C
2020-08-04,SPY,461.91,463.0,461.32,462.1,409,188849,14,1,AXW,TME,0.0107041314443186,E,E,C
2020-08-05,SPY,460.23,460.23,459.0,460.23,188,86450,11,1,AXW,TME,-0.0040549533514289,B,B,C
2020-08-06,SPY,461.51,461.97,460.21,461.12,43,19827,9,1,AXW,TME,0.0019319482863655,C,C,C
2020-08-07,SPY,461.98,462.8,461.98,462.15,82,37912,12,1,AXW,TME,0.0022312008996293,C,C,C
2020-08-10,SPY,466.91,468.4,466.66,468.09,527,246005,18,1,AXW,TME,0.0127710714104137,E,E,C
2020-08-11,SPY,468.5,469.35,468.4,469.31,273,128063,14,1,AXW,TME,0.00260294578371,C,C,C
2020-08-12,SPY,467.24,467.8,466.5,466.5,144,67224,9,1,AXW,TME,-0.0060055106175118,B,B,C
2020-08-13,SPY,470.39,470.57,469.27,470.22,1132,531310,9,1,AXW,TME,0.0079426500054297,E,D,C
2020-08-14,SPY,472.59,472.9,472.0,472.0,141,66629,7,1,AXW,TME,0.003778315292727,D,D,C
2020-08-17,SPY,468.97,469.8,468.55,469.7,61,28614,11,1,AXW,TME,-0.0048847925526059,B,B,C
2020-08-18,SPY,469.7,469.7,468.0,468.0,71,33263,10,1,AXW,TME,-0.0036258971153026,B,B,C
2020-08-19,SPY,467.55,468.72,467.0,468.72,410,191510,12,1,AXW,TME,0.0015372793188863,C,C,B
2020-08-20,SPY,468.0,468.62,466.97,467.5,55,25727,8,1,AXW,TME,-0.0026062265077915,B,B,B
2020-08-21,SPY,470.53,470.94,470.39,470.7,723,340284,13,1,AXW,TME,0.0068215996783549,D,D,B
2020-08-24,SPY,475.0,475.27,474.72,475.27,52,24703,10,1,AXW,TME,0.0096621151901229,E,E,B
2020-08-25,SPY,478.92,481.0,478.92,480.28,249,119477,15,1,AXW,TME,0.0104862035652975,E,E,B
2020-08-26,SPY,479.13,479.3,478.0,478.91,92,44065,10,1,AXW,TME,-0.002856578845911,B,B,A
2020-08-27,SPY,480.46,480.75,480.0,480.26,93,44688,12,1,AXW,TME,0.0028149356035623,D,C,A
2020-08-28,SPY,480.77,480.77,480.0,480.0,622,298872,6,1,AXW,TME,-0.0005415200182317,C,C,A
2020-08-31,SPY,477.83,479.7,477.38,478.8,215,102905,15,1,AXW,TME,-0.0025031302181184,B,B,A
2020-09-01,SPY,474.44,474.44,472.89,473.4,698,330791,17,1,AXW,TME,-0.0113422766039346,A,A,A
2020-09-02,SPY,479.22,481.68,479.22,481.46,168,80763,15,1,AXW,TME,0.0168824569795499,E,E,B
2020-09-03,SPY,488.49,489.01,488.42,489.01,37,18086,4,1,AXW,TME,0.0155597851040927,E,E,C
2020-09-04,SPY,473.69,481.46,473.69,474.56,549,260338,37,1,AXW,TME,-0.0299948802139588,A,A,D
2020-09-07,SPY,468.16,469.38,467.34,467.51,259,121266,18,1,AXW,TME,-0.0149673200752648,A,A,D
2020-09-08,SPY,472.34,472.37,472.27,472.27,51,24089,5,1,AXW,TME,0.0101301170605349,E,E,D
2020-09-09,SPY,461.26,462.8,461.2,462.8,312,143940,21,1,AXW,TME,-0.0202558606153158,A,A,E
2020-09-10,SPY,468.96,468.96,466.56,467.84,124,57930,8,1,AXW,TME,0.0108313618018374,E,E,E
2020-09-11,SPY,461.62,462.69,461.62,462.69,766,354047,12,1,AXW,TME,-0.0110690737177263,A,A,E
2020-09-14,SPY,462.13,464.0,461.46,464.0,97,44829,6,1,AXW,TME,0.0028272688226226,D,C,E
2020-09-15,SPY,465.23,465.23,463.47,463.94,83,38530,9,1,AXW,TME,-0.0001293187061309,C,C,E
2020-09-16,SPY,466.24,466.65,465.87,465.87,70,32646,8,1,AXW,TME,0.0041513917290832,D,D,E
2020-09-17,SPY,465.25,465.25,459.98,459.98,466,215831,27,1,AXW,TME,-0.0127236149721432,A,A,E
2020-09-18,SPY,457.64,457.64,456.2,457.14,186,85018,15,1,AXW,TME,-0.0061933205640909,B,B,E
2020-09-21,SPY,456.01,456.01,450.55,451.06,823,371998,22,1,AXW,TME,-0.0133893213650107,A,A,E
2020-09-22,SPY,454.36,454.83,453.0,453.0,192,87233,10,1,AXW,TME,0.0042917571350715,D,D,E
2020-09-23,SPY,462.5,463.5,461.94,463.5,165,76290,7,1,AXW,TME,0.0229142595228758,E,E,E
2020-09-24,SPY,455.79,458.42,455.35,458.08,2036,932961,19,1,AXW,TME,-0.0117625436561049,A,A,E
2020-09-25,SPY,460.92,461.51,460.92,461.0,110,50744,5,1,AXW,TME,0.0063542016468435,D,D,E
2020-09-28,SPY,467.9,468.5,467.6,467.6,219,102461,8,1,AXW,TME,0.0142151866012648,E,E,E
2020-09-29,SPY,472.65,473.76,472.65,473.51,230,108876,7,1,AXW,TME,0.0125598021293913,E,E,E
2020-09-30,SPY,467.16,468.73,465.0,465.1,131,61163,13,1,AXW,TME,-0.0179205954972534,A,A,E
2020-10-01,SPY,469.42,470.31,469.0,469.0,74,34780,9,1,AXW,TME,0.008350332216228,E,D,E
2020-10-02,SPY,469.0,469.0,463.0,463.3,238,110589,14,1,AXW,TME,-0.0122279760236766,A,A,E
2020-10-05,SPY,468.78,469.0,467.96,467.96,118,55284,5,1,AXW,TME,0.010008029756798,E,E,E
2020-10-06,SPY,472.01,472.58,471.99,472.58,545,257319,8,1,AXW,TME,0.0098242225920212,E,E,E
2020-10-07,SPY,470.48,471.86,470.48,471.86,165,77688,13,1,AXW,TME,-0.0015247133528546,B,C,D
2020-10-08,SPY,473.0,478.97,473.0,478.95,803,384487,6,1,AXW,TME,0.0149138764103333,E,E,E
2020-10-09,SPY,481.55,481.95,481.04,481.04,212,102058,6,1,AXW,TME,0.0043542189024126,D,D,D
2020-10-12,SPY,481.04,481.19,479.79,481.19,254,122110,10,1,AXW,TME,0.0003117757733911,C,C,D
2020-10-13,SPY,482.0,490.5,482.0,489.7,120,58815,11,1,AXW,TME,0.0175307562035673,E,E,E
2020-10-14,SPY,490.0,490.7,490.0,490.0,133,65245,11,1,AXW,TME,0.0006124323964006,C,C,E
2020-10-15,SPY,488.56,488.56,486.84,487.2,104,50748,10,1,AXW,TME,-0.005730674708985,B,B,D
2020-10-16,SPY,490.32,492.37,490.32,491.09,90,44226,8,1,AXW,TME,0.0079526939905548,E,D,D
2020-10-19,SPY,491.37,492.18,490.35,492.0,1343,658837,12,1,AXW,TME,0.0018513061060659,C,C,D
2020-10-20,SPY,487.09,492.02,487.0,487.72,65,31684,7,1,AXW,TME,-0.008737245800244,A,A,D
2020-10-21,SPY,488.87,488.87,487.71,487.76,69,33657,5,1,AXW,TME,8.201090749652554e-05,C,C,D
2020-10-22,SPY,483.08,483.08,480.0,480.55,1557,748858,25,1,AXW,TME,-0.0148922003302672,A,A,D
2020-10-23,SPY,485.0,485.0,484.26,484.69,54,26184,7,1,AXW,TME,0.0085782300508671,E,D,D
2020-10-26,SPY,483.0,484.69,481.67,482.3,202,97378,12,1,AXW,TME,-0.0049431842452342,B,B,D
2020-10-27,SPY,477.77,478.2,477.0,477.72,287,137059,16,1,AXW,TME,-0.0095415402747,A,A,D
2020-10-28,SPY,477.0,477.0,470.66,470.66,1195,563509,29,1,AXW,TME,-0.0148888218214122,A,A,D
2020-10-29,SPY,462.23,467.73,462.23,467.15,1232,575279,27,1,AXW,TME,-0.0074855597398494,A,B,D
2020-10-30,SPY,468.0,468.0,464.0,464.0,579,269376,29,1,AXW,TME,-0.0067658530127093,A,B,D
2020-11-02,SPY,465.59,467.84,464.0,467.5,374,174286,30,1,AXW,TME,0.0075147965024863,D,D,D
2020-11-03,SPY,470.0,472.2,468.74,472.01,2187,1031274,31,1,AXW,TME,0.0096008230730621,E,E,D
2020-11-04,SPY,472.31,481.0,468.3,478.0,2989,1411874,51,1,AXW,TME,0.0126105606896521,E,E,D
2020-11-05,SPY,480.0,483.85,478.0,483.85,215,103258,17,1,AXW,TME,0.0121642088354955,E,E,D
2020-11-06,SPY,484.0,484.0,479.18,479.28,3339,1601217,18,1,AXW,TME,-0.0094899635512821,A,A,D
2020-11-09,SPY,487.0,488.65,484.34,488.5,352,171449,18,1,AXW,TME,0.019054493707168,E,E,D
2020-11-10,SPY,489.16,489.16,482.24,482.24,604,294526,34,1,AXW,TME,-0.0128975560447067,A,A,D
2020-11-11,SPY,480.0,486.79,480.0,485.0,349,169355,19,1,AXW,TME,0.0057069754993525,D,D,D
2020-11-12,SPY,491.25,491.25,487.43,487.43,984,481714,14,1,AXW,TME,0.0049977994468346,D,D,D
2020-11-13,SPY,490.0,490.0,487.45,488.56,128,62488,21,1,AXW,TME,0.0023155985305613,C,C,D
2020-11-17,SPY,490.21,504.84,490.21,493.0,271,134111,29,1,AXW,TME,0.0090468851278106,E,E,D
2020-11-18,SPY,493.0,495.0,493.0,494.15,4352,2151637,26,1,AXW,TME,0.0023299407795027,C,C,D
2020-11-19,SPY,489.01,489.01,488.0,488.08,142,69389,17,1,AXW,TME,-0.0123597879785958,A,A,D
2020-11-20,SPY,490.0,490.0,488.2,488.81,515,251734,16,1,AXW,TME,0.0014945390696602,C,C,D
2020-11-23,SPY,488.9,488.9,486.45,487.25,2012,980069,18,1,AXW,TME,-0.0031965275255869,B,B,D
2020-11-24,SPY,491.49,493.33,491.37,493.33,1397,688067,16,1,AXW,TME,0.0124009829227971,E,E,D
2020-11-25,SPY,494.0,496.28,494.0,495.65,914,452966,33,1,AXW,TME,0.004691711168439,D,D,D
2020-11-26,SPY,494.75,494.75,492.69,493.57,2276,1122027,15,1,AXW,TME,-0.0042053396926439,B,B,D
2020-11-27,SPY,493.57,493.57,490.5,490.5,313,153554,10,1,AXW,TME,-0.0062394137808447,A,B,D
2020-11-30,SPY,495.0,495.0,490.0,490.0,187,91736,12,1,AXW,TME,-0.0010198879007455,C,C,C
2020-12-01,SPY,495.0,496.49,494.5,495.65,171,84805,13,1,AXW,TME,0.0114646413742341,E,E,D
2020-12-02,SPY,495.67,496.44,494.2,495.52,626,310141,15,1,AXW,TME,-0.0002623162540138,C,C,C
2020-12-03,SPY,496.01,496.01,494.6,494.89,146,72307,11,1,AXW,TME,-0.0012722005734411,B,C,C
2020-12-04,SPY,494.96,494.96,493.26,494.5,203,100261,22,1,AXW,TME,-0.0007883645886845,C,C,C
2020-12-07,SPY,495.08,498.43,495.08,496.57,658,327193,14,1,AXW,TME,0.0041773093930988,D,D,C
2020-12-08,SPY,497.5,497.5,495.3,495.3,155,76943,10,1,AXW,TME,-0.0025608208616735,B,B,B
2020-12-09,SPY,496.01,501.12,496.01,499.81,254,126980,18,1,AXW,TME,0.0090643866097038,E,E,A
2020-12-10,SPY,498.9,500.0,491.55,491.55,322,159050,21,1,AXW,TME,-0.0166643623909625,A,A,B
2020-12-11,SPY,495.0,495.0,484.66,484.66,576,280691,26,1,AXW,TME,-0.0141160496403656,A,A,C
2020-12-14,SPY,487.83,489.07,487.0,488.46,1112,542589,20,1,AXW,TME,0.0078099706413735,E,D,C
2020-12-15,SPY,489.0,489.0,484.3,486.21,314,152531,19,1,AXW,TME,-0.0046169554758034,B,B,C
2020-12-16,SPY,490.0,490.12,488.6,488.6,143,69987,10,1,AXW,TME,0.0049035294855023,D,D,C
2020-12-17,SPY,489.46,489.46,488.29,489.37,87,42528,8,1,AXW,TME,0.0015746907555668,C,C,C
2020-12-18,SPY,489.5,490.0,487.0,487.02,243,118582,20,1,AXW,TME,-0.0048136595780677,B,B,C
2020-12-21,SPY,495.0,495.0,486.0,487.77,351,171223,30,1,AXW,TME,0.0015387932744339,C,C,C
2020-12-22,SPY,487.2,488.95,486.95,487.0,993,483641,23,1,AXW,TME,-0.0015798601929835,B,C,B
2020-12-23,SPY,489.0,489.0,486.5,486.5,99,48233,14,1,AXW,TME,-0.00102722145653,C,C,B
2020-12-24,SPY,489.0,489.0,485.95,486.32,166,80746,12,1,AXW,TME,-0.0003700581855926,C,C,B
2020-12-29,SPY,489.0,492.75,488.5,492.03,377,185365,31,1,AXW,TME,0.0116728468026601,E,E,B
2020-12-30,SPY,495.0,495.0,486.53,486.53,257,125545,22,1,AXW,TME,-0.0112411255645213,A,A,C
2020-12-31,SPY,487.0,487.0,484.0,484.0,478,232340,22,1,AXW,TME,-0.0052136579619742,B,B,B
2021-01-04,SPY,485.01,486.68,484.0,485.78,207,100573,31,1,AXW,TME,0.0036709397985309,D,D,B
2021-01-05,SPY,486.0,486.0,478.69,478.8,409,197210,39,1,AXW,TME,-0.0144728728313446,A,A,C
2021-01-06,SPY,479.72,480.81,474.52,474.52,223,106685,23,1,AXW,TME,-0.0089792068909155,A,A,C
2021-01-07,SPY,479.12,482.5,479.12,481.64,303,145706,17,1,AXW,TME,0.0148931802311157,E,E,C
2021-01-08,SPY,491.27,491.27,488.19,490.93,163,79801,14,1,AXW,TME,0.0191046044155309,E,E,D
2021-01-11,SPY,492.02,493.69,491.52,492.04,933,459314,32,1,AXW,TME,0.0022584625610352,C,C,D
2021-01-12,SPY,494.0,494.0,491.93,492.93,478,235427,19,1,AXW,TME,0.001807162131265,C,C,D
2021-01-13,SPY,493.0,493.0,487.5,490.24,182,89020,17,1,AXW,TME,-0.0054721090196775,B,B,C
2021-01-14,SPY,491.5,493.0,490.96,492.04,227,111613,16,1,AXW,TME,0.0036649468884124,D,D,C
2021-01-15,SPY,492.0,492.0,486.0,486.0,278,135648,38,1,AXW,TME,-0.0123513901000905,A,A,C
2021-01-18,SPY,488.0,489.08,486.5,489.04,236,115019,36,1,AXW,TME,0.0062356618199763,D,D,C
2021-01-19,SPY,488.01,491.33,488.01,490.16,54,26468,13,1,AXW,TME,0.0022875826969292,C,C,C
2021-01-20,SPY,493.87,493.87,490.9,491.69,542,267060,15,1,AXW,TME,0.0031165681894524,D,C,C
2021-01-21,SPY,493.43,496.57,493.43,495.62,359,177870,18,1,AXW,TME,0.0079610674589904,E,D,C
2021-01-22,SPY,495.7,495.7,494.3,494.67,150,74245,13,1,AXW,TME,-0.0019186304848555,B,C,C
2021-01-25,SPY,496.0,498.18,496.0,496.85,336,166981,13,1,AXW,TME,0.0043972960963857,D,D,C
2021-01-27,SPY,498.01,498.01,495.32,495.35,290,143876,30,1,AXW,TME,-0.003023586258333,B,B,D
2021-01-28,SPY,489.56,490.3,485.0,489.12,535,261153,44,1,AXW,TME,-0.0126567252765148,A,A,D
2021-01-29,SPY,500.0,500.0,488.0,488.0,597,292694,29,1,AXW,TME,-0.0022924522893772,B,B,C
2021-02-01,SPY,492.0,492.0,481.7,485.95,200,97000,40,1,AXW,TME,-0.0042096679036675,B,B,C
2021-02-02,SPY,491.09,496.59,491.09,496.59,300,148238,23,1,AXW,TME,0.0216589979907042,E,E,D
2021-02-03,SPY,502.88,503.4,502.33,502.64,375,188552,23,1,AXW,TME,0.0121094721545077,E,E,D
2021-02-04,SPY,506.0,506.0,500.11,500.11,130,65392,27,1,AXW,TME,-0.005046133868951,B,B,D
2021-02-05,SPY,508.15,518.31,507.42,509.08,381,194037,29,1,AXW,TME,0.0177771008981059,E,E,D
2021-02-08,SPY,508.11,508.62,506.1,507.17,211,107052,22,1,AXW,TME,-0.003758922015142,B,B,C
2021-02-09,SPY,507.0,507.66,505.0,505.0,442,223795,36,1,AXW,TME,-0.0042878238333445,B,B,C
2021-02-10,SPY,506.0,507.1,505.0,507.0,588,297908,12,1,AXW,TME,0.0039525743158233,D,D,C
2021-02-11,SPY,507.5,507.5,504.22,504.22,95,48008,13,1,AXW,TME,-0.005498322825181,B,B,C
2021-02-12,SPY,507.5,507.5,503.54,503.57,442,222759,23,1,AXW,TME,-0.001289951458403,B,C,C
2021-02-15,SPY,508.0,508.0,506.93,507.01,375,190169,30,1,AXW,TME,0.0068079979549487,D,D,C
2021-02-16,SPY,507.13,507.79,506.39,507.27,893,452588,28,1,AXW,TME,0.0005126789558995,C,C,C
2021-02-17,SPY,507.2,507.2,505.28,506.95,314,159021,32,1,AXW,TME,-0.0006310268198586,C,C,C
2021-02-18,SPY,510.0,510.0,505.1,505.14,117,59346,21,1,AXW,TME,-0.0035767608209612,B,B,C
2021-02-19,SPY,507.2,507.2,501.0,502.05,264,132520,19,1,AXW,TME,-0.0061359022521823,B,B,C
2021-02-22,SPY,497.16,497.16,493.89,494.1,704,349441,57,1,AXW,TME,-0.0159617904737409,A,A,D
2021-02-23,SPY,500.0,500.0,486.01,491.17,482,236618,37,1,AXW,TME,-0.0059476258024871,B,B,D
2021-02-24,SPY,490.94,490.94,488.0,489.62,496,242801,29,1,AXW,TME,-0.0031607200122233,B,B,D
2021-02-25,SPY,492.08,493.78,492.0,492.7,167,82279,24,1,AXW,TME,0.0062708895129237,D,D,C
2021-02-26,SPY,497.8,497.8,485.0,487.85,416,202865,52,1,AXW,TME,-0.0098924879959582,A,A,D
2021-03-01,SPY,497.8,497.8,494.0,495.04,510,252366,23,1,AXW,TME,0.0146305858307422,E,E,D
2021-03-02,SPY,502.8,502.8,500.38,500.8,355,177993,27,1,AXW,TME,0.0115682524011874,E,E,C
2021-03-03,SPY,496.67,500.59,494.7,496.27,509,252795,28,1,AXW,TME,-0.0090866863296007,A,A,C
2021-03-04,SPY,497.52,497.52,487.21,487.21,1107,542896,36,1,AXW,TME,-0.0184248918196851,A,A,D
2021-03-05,SPY,487.5,488.17,485.72,487.94,466,227250,33,1,AXW,TME,0.0014972058378004,C,C,C
2021-03-08,SPY,500.01,501.5,496.56,496.56,131,65474,19,1,AXW,TME,0.0175118746309938,E,E,D
2021-03-09,SPY,500.0,503.27,500.0,503.27,65,32617,13,1,AXW,TME,0.0134224833039099,E,E,D
2021-03-10,SPY,503.28,503.66,502.09,502.98,224,112681,22,1,AXW,TME,-0.0005763975314861,C,C,D
2021-03-11,SPY,503.64,506.09,503.64,504.65,291,147105,23,1,AXW,TME,0.0033147118070474,D,D,D
2021-03-12,SPY,506.01,506.89,505.84,506.26,152,76947,19,1,AXW,TME,0.0031852516272105,D,D,D
2021-03-15,SPY,506.27,510.72,506.27,510.0,1202,612509,33,1,AXW,TME,0.0073603544062925,D,D,D
2021-03-16,SPY,510.5,512.9,510.34,512.72,340,173998,33,1,AXW,TME,0.0053191614776,D,D,D
2021-03-17,SPY,514.1,514.1,512.07,512.07,668,342703,53,1,AXW,TME,-0.0012685527516201,B,C,D
2021-03-18,SPY,512.65,522.67,507.94,507.94,434,221614,42,1,AXW,TME,-0.0080980040776531,A,A,D
2021-03-19,SPY,508.79,508.8,505.49,506.59,359,181732,19,1,AXW,TME,-0.0026613324333486,B,B,D
2021-03-22,SPY,506.51,506.51,503.79,504.48,151,76346,25,1,AXW,TME,-0.0041738021365988,B,B,D
2021-03-23,SPY,507.0,509.64,507.0,509.64,168,85455,19,1,AXW,TME,0.0101763983164293,E,E,D
2021-03-24,SPY,512.06,513.62,512.06,513.59,105,53872,17,1,AXW,TME,0.0077206876680361,D,D,D
2021-03-25,SPY,525.96,525.96,511.56,511.56,223,114467,27,1,AXW,TME,-0.003960401216097,B,B,D
2021-03-26,SPY,515.01,526.89,512.84,512.84,285,147002,23,1,AXW,TME,0.0024990251193808,C,C,D
2021-03-29,SPY,525.0,525.0,516.3,517.18,1133,585279,32,1,AXW,TME,0.0084270707052604,E,D,C
2021-03-30,SPY,517.51,519.96,517.5,517.6,76,39435,18,1,AXW,TME,0.0008117667969304,C,C,C
2021-03-31,SPY,526.0,526.0,518.8,519.94,839,435294,6,1,AXW,TME,0.0045106771160807,D,D,C
2021-04-01,SPY,524.0,524.74,522.01,524.74,208,108909,20,1,AXW,TME,0.0091894815227259,E,E,B
2021-04-06,SPY,531.06,532.6,531.0,531.0,342,181756,34,1,AXW,TME,0.0118591194164411,E,E,B
2021-04-07,SPY,532.0,532.01,530.0,530.42,335,177953,34,1,AXW,TME,-0.0010928756905433,C,C,A
2021-04-08,SPY,535.16,537.0,534.99,535.35,640,343567,29,1,AXW,TME,0.0092515930528836,E,E,A
2021-04-09,SPY,536.0,537.31,535.35,537.2,279,149614,25,1,AXW,TME,0.0034497260448035,D,D,A
2021-04-12,SPY,540.0,541.0,539.5,540.68,260,140507,29,1,AXW,TME,0.0064571419665443,D,D,A
2021-04-13,SPY,540.06,551.49,540.06,541.31,477,258622,33,1,AXW,TME,0.0011645210606304,C,C,A
2021-04-14,SPY,541.41,541.42,537.21,540.0,264,142330,28,1,AXW,TME,-0.0024229881179372,B,B,A
2021-04-15,SPY,533.42,535.53,530.0,533.5,1953,1041669,45,1,AXW,TME,-0.012110068816512,A,A,B
2021-04-16,SPY,551.45,551.45,537.0,537.56,1278,687596,21,1,AXW,TME,0.0075813109370551,D,D,B
2021-04-19,SPY,540.01,540.64,538.0,538.0,567,305423,26,1,AXW,TME,0.0008181784829209,C,C,A
2021-04-20,SPY,540.98,540.98,533.5,534.0,499,267478,44,1,AXW,TME,-0.0074627212015896,A,B,B
2021-04-21,SPY,535.01,535.01,533.0,533.15,132,70472,14,1,AXW,TME,-0.0015930284960063,B,C,B
2021-04-22,SPY,541.0,541.0,535.0,537.0,62,33296,11,1,AXW,TME,0.0071952840446762,D,D,A
2021-04-23,SPY,537.0,537.0,534.05,534.05,358,191571,21,1,AXW,TME,-0.0055086269731602,B,B,B
2021-04-26,SPY,536.11,538.25,536.11,537.63,193,103626,24,1,AXW,TME,0.0066811236877026,D,D,A
2021-04-27,SPY,538.01,538.01,535.67,536.19,104,55825,14,1,AXW,TME,-0.00268201535301,B,B,B
2021-04-28,SPY,536.21,540.78,536.21,539.01,215,115718,23,1,AXW,TME,0.0052455477421934,D,D,A
2021-04-29,SPY,540.0,540.0,535.37,537.72,211,113367,18,1,AXW,TME,-0.0023961450265384,B,B,B
2021-04-30,SPY,537.0,540.31,537.0,539.68,253,136625,13,1,AXW,TME,0.0036383927272878,D,D,B
2021-05-03,SPY,540.5,543.21,540.5,541.28,384,208271,32,1,AXW,TME,0.0029603337190582,D,C,A
2021-05-04,SPY,543.21,543.21,538.0,538.55,187,100955,29,1,AXW,TME,-0.0050563622356191,B,B,A
2021-05-05,SPY,538.55,539.89,538.5,538.5,179,96564,14,1,AXW,TME,-9.28462003358857e-05,C,C,A
2021-05-06,SPY,539.0,539.34,536.18,537.46,288,154889,17,1,AXW,TME,-0.0019331579684782,B,C,A
2021-05-07,SPY,541.0,541.15,537.46,539.5,484,260635,17,1,AXW,TME,0.0037884460702242,D,D,A
2021-05-10,SPY,541.0,541.0,537.73,537.73,456,245942,35,1,AXW,TME,-0.0032862092457088,B,B,A
2021-05-11,SPY,539.99,539.99,530.0,531.8,375,199912,50,1,AXW,TME,-0.0110890966435612,A,A,A
